filepath,pdf_base,voluntario,seq,cluster
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,5,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,5,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,5,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,6,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,6,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,6,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,7,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,7,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,7,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,8,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,8,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,8,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,9,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,9,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,9,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,10,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,10,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,10,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,11,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,11,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,11,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,12,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,12,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,12,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,1,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,1,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,1,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,2,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,2,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,2,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,3,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,3,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,3,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,4,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,4,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,4,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,5,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,5,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,5,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,6,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,6,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,6,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,7,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,7,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,7,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,8,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,8,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,8,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,9,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,9,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,9,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,10,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,10,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,10,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,11,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,11,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,11,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,12,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,12,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,12,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,1,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,1,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,1,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,2,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,2,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,2,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,3,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,3,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,3,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,4,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,4,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,4,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,5,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,5,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,5,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,6,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,6,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,6,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,7,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,7,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,7,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,8,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,8,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,8,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,9,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,9,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,9,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,10,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,10,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,10,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,11,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,11,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,11,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,12,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,12,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,12,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,1,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,1,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,1,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,2,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,2,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,2,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,3,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,3,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,3,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,4,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,4,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,4,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,5,1
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,5,1
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,5,1
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,6,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,6,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,6,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,7,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,7,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,7,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,8,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,8,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,8,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,9,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,9,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,9,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,10,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,10,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,10,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,11,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,11,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,11,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,12,0
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,12,0
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario8_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,8,12,0
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario9_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,9,1,0
